userid,probability
59337,0.2083072
59338,0.47985432
59339,0.2807185
59340,0.5199894
59341,0.56773204
59342,0.77275974
59343,0.6157678
59344,0.6996625
59345,0.34549046
59346,0.16090257
59347,0.68141663
59348,0.57674783
59349,0.2611334
59350,0.5581196
59351,0.48829105
59352,0.69660234
59353,0.62640446
59354,0.051317398
59355,0.17412508
59356,0.12891138
59357,0.81599903
59358,0.18518922
59359,0.085972786
59360,0.09403288
59361,0.26788715
59362,0.7092856
59363,0.89132214
59364,0.05349603
59365,0.33061272
59366,0.38141042
59367,0.8986483
59368,0.10318675
59369,0.34368148
59370,0.12926091
59371,0.6512232
59372,0.8515967
59373,0.44737056
59374,0.43418956
59375,0.6194915
59376,0.39411452
59377,0.31675038
59378,0.6797084
59379,0.06018232
59380,0.03921216
59381,0.39127874
59382,0.5798954
59383,0.046537805
59384,0.7148991
59385,0.55674356
59386,0.22832192
59387,0.79467916
59388,0.28731832
59389,0.1657625
59390,0.8419623
59391,0.30559042
59392,0.5295011
59393,0.7085326
59394,0.18649502
59395,0.087882
59396,0.2640286
59397,0.21345378
59398,0.65160227
59399,0.12605062
59400,0.05118001
59401,0.8856439
59402,0.4472826
59403,0.09187591
59404,0.59621364
59405,0.68550164
59406,0.21642663
59407,0.32417515
59408,0.59776837
59409,0.48938033
59410,0.17718913
59411,0.8255513
59412,0.40042564
59413,0.5217517
59414,0.26719484
59415,0.42238286
59416,0.6410131
59417,0.88488287
59418,0.37908307
59419,0.39313257
59420,0.59324086
59421,0.6068978
59422,0.90828377
59423,0.17187048
59424,0.75354666
59425,0.52838933
59426,0.49656457
59427,0.0545461
59428,0.1925049
59429,0.36549425
59430,0.5695064
59431,0.48120686
59432,0.63272554
59433,0.73686045
59434,0.5876685
59435,0.29039934
59436,0.08042436
59437,0.6104596
59438,0.19014388
59439,0.7896343
59440,0.21639326
59441,0.18893097
59442,0.23330967
59443,0.14072058
59444,0.030378742
59445,0.04208716
59446,0.15615587
59447,0.32746452
59448,0.34724694
59449,0.7465284
59450,0.28863207
59451,0.1607408
59452,0.54923534
59453,0.4696344
59454,0.7403603
59455,0.74993676
59456,0.22892588
59457,0.18625075
59458,0.19052157
59459,0.37393907
59460,0.6454561
59461,0.072538435
59462,0.70770293
59463,0.27274325
59464,0.19679241
59465,0.13657813
59466,0.35339406
59467,0.08761365
59468,0.75380534
59469,0.18260893
59470,0.25005805
59471,0.60910046
59472,0.14724147
59473,0.09989925
59474,0.4241097
59475,0.08881545
59476,0.3864477
59477,0.20711663
59478,0.78962886
59479,0.47253066
59480,0.24877319
59481,0.8010915
59482,0.8689577
59483,0.11092885
59484,0.72668654
59485,0.35714263
59486,0.47465596
59487,0.5877611
59488,0.46750146
59489,0.07799616
59490,0.32463345
59491,0.5893637
59492,0.67553216
59493,0.062043782
59494,0.6677841
59495,0.657625
59496,0.3567282
59497,0.46888885
59498,0.2580749
59499,0.4569352
59500,0.59191334
59501,0.11662453
59502,0.46926817
59503,0.47992608
59504,0.13669059
59505,0.6916862
59506,0.14368126
59507,0.70722556
59508,0.16262184
59509,0.35512802
59510,0.7361641
59511,0.6772409
59512,0.6086409
59513,0.15047196
59514,0.027563298
59515,0.31102988
59516,0.04715652
59517,0.21582457
59518,0.58169013
59519,0.1552515
59520,0.5701697
59521,0.6192847
59522,0.6714367
59523,0.8218776
59524,0.8135275
59525,0.6942704
59526,0.1826761
59527,0.7508692
59528,0.6893365
59529,0.6990727
59530,0.32091752
59531,0.6584102
59532,0.67037004
59533,0.7254037
59534,0.27510074
59535,0.19309676
59536,0.6312099
59537,0.13008605
59538,0.48479933
59539,0.64094007
59540,0.54267836
59541,0.15924528
59542,0.71409047
59543,0.45826206
59544,0.42388025
59545,0.1168442
59546,0.49060473
59547,0.67147857
59548,0.62925863
59549,0.5070776
59550,0.0889518
59551,0.706077
59552,0.33095077
59553,0.4648946
59554,0.22928402
59555,0.69531715
59556,0.1111446
59557,0.076207906
59558,0.028930085
59559,0.54940385
59560,0.12774871
59561,0.31847754
59562,0.33565587
59563,0.20610005
59564,0.11663594
59565,0.092410475
59566,0.7165946
59567,0.116832875
59568,0.1403677
59569,0.5111689
59570,0.79135704
59571,0.22346257
59572,0.19489811
59573,0.02366147
59574,0.44565704
59575,0.67756724
59576,0.07639359
59577,0.5371254
59578,0.06715622
59579,0.67305404
59580,0.5990568
59581,0.032664854
59582,0.28099063
59583,0.4820822
59584,0.71711427
59585,0.23257546
59586,0.65088487
59587,0.6303282
59588,0.026104553
59589,0.08265662
59590,0.17006643
59591,0.8445854
59592,0.15849058
59593,0.09719167
59594,0.33850366
59595,0.66103387
59596,0.49541613
59597,0.53598064
59598,0.028772213
59599,0.66568184
59600,0.6146083
59601,0.16085912
59602,0.28557184
59603,0.63601464
59604,0.053026725
59605,0.68427366
59606,0.062834494
59607,0.6908117
59608,0.06366138
59609,0.5047233
59610,0.2213184
59611,0.9223156
59612,0.39789602
59613,0.76087826
59614,0.5581122
59615,0.57073593
59616,0.8231701
59617,0.14262612
59618,0.39444584
59619,0.14403075
59620,0.10607755
59621,0.09874627
59622,0.7851913
59623,0.51440305
59624,0.08584962
59625,0.3483006
59626,0.21381459
59627,0.6606271
59628,0.16124125
59629,0.15727866
59630,0.35473892
59631,0.5237793
59632,0.536775
59633,0.20396855
59634,0.18768418
59635,0.21178968
59636,0.5841262
59637,0.28355297
59638,0.1764551
59639,0.7229635
59640,0.28274232
59641,0.82700616
59642,0.092063606
59643,0.6014061
59644,0.054594085
59645,0.28506106
59646,0.36300305
59647,0.33336005
59648,0.15136771
59649,0.27730224
59650,0.06154234
59651,0.38435873
59652,0.3308551
59653,0.17500706
59654,0.067014776
59655,0.48898515
59656,0.20710342
59657,0.54816663
59658,0.26466024
59659,0.18118326
59660,0.35326725
59661,0.16147639
59662,0.17356032
59663,0.59484106
59664,0.7659892
59665,0.1894166
59666,0.08030459
59667,0.18335126
59668,0.57507306
59669,0.8745653
59670,0.17668009
59671,0.7183616
59672,0.17699878
59673,0.16859765
59674,0.21972772
59675,0.16778043
59676,0.3342115
59677,0.68847704
59678,0.08200742
59679,0.6034781
59680,0.53394246
59681,0.086510986
59682,0.7330317
59683,0.053791147
59684,0.10969204
59685,0.092225775
59686,0.197829
59687,0.57234424
59688,0.12527929
59689,0.541019
59690,0.5020195
59691,0.68393
59692,0.51473963
59693,0.07003038
59694,0.19331357
59695,0.19297634
59696,0.105452694
59697,0.06417347
59698,0.5838179
59699,0.18240257
59700,0.05946496
59701,0.09982467
59702,0.20778455
59703,0.12772553
59704,0.40628847
59705,0.65887094
59706,0.75158507
59707,0.03141984
59708,0.07348174
59709,0.22465493
59710,0.16285636
59711,0.17765506
59712,0.14330806
59713,0.18083957
59714,0.6121716
59715,0.21612597
59716,0.023221204
59717,0.53893226
59718,0.16456664
59719,0.6564274
59720,0.12117264
59721,0.19750251
59722,0.7296276
59723,0.47121504
59724,0.6154304
59725,0.034365136
59726,0.27507046
59727,0.20897676
59728,0.5442716
59729,0.3249213
59730,0.19257218
59731,0.6574411
59732,0.09946962
59733,0.33807752
59734,0.34749413
59735,0.330039
59736,0.21131247
59737,0.028896855
59738,0.7204352
59739,0.08530781
59740,0.70924586
59741,0.7165927
59742,0.2061607
59743,0.8303589
59744,0.111483365
59745,0.7061377
59746,0.8456379
59747,0.35549194
59748,0.1746745
59749,0.5821008
59750,0.7740815
59751,0.6695981
59752,0.17850581
59753,0.17987776
59754,0.6343565
59755,0.70268095
59756,0.24534446
59757,0.17270046
59758,0.27077046
59759,0.42445704
59760,0.8426159
59761,0.1507385
59762,0.15093648
59763,0.13301243
59764,0.6075438
59765,0.78572047
59766,0.06854201
59767,0.7160402
59768,0.48512438
59769,0.6800496
59770,0.773917
59771,0.6052193
59772,0.78664196
59773,0.055233467
59774,0.24889052
59775,0.8825195
59776,0.100010216
59777,0.1493384
59778,0.093384095
59779,0.7054969
59780,0.32861182
59781,0.25645122
59782,0.6726103
59783,0.70281494
59784,0.6053056
59785,0.46122387
59786,0.25304547
59787,0.52986634
59788,0.6566004
59789,0.46594846
59790,0.47756878
59791,0.133885
59792,0.32053766
59793,0.65450895
59794,0.04165473
59795,0.33982152
59796,0.72780406
59797,0.707722
59798,0.17105046
59799,0.09871685
59800,0.27014765
59801,0.035854112
59802,0.17624448
59803,0.23001908
59804,0.58026165
59805,0.6894897
59806,0.6020746
59807,0.70641935
59808,0.06917351
59809,0.69017404
59810,0.036634717
59811,0.7236025
59812,0.5916569
59813,0.03499881
59814,0.61299026
59815,0.31136608
59816,0.20288676
59817,0.57472765
59818,0.59940696
59819,0.13194336
59820,0.037679486
59821,0.6854533
59822,0.449903
59823,0.8047061
59824,0.66639245
59825,0.6818454
59826,0.29437748
59827,0.7984261
59828,0.58664477
59829,0.42696035
59830,0.6727217
59831,0.68121827
59832,0.5172565
59833,0.075310364
59834,0.08100894
59835,0.11330286
59836,0.23622046
59837,0.58534056
59838,0.6714761
59839,0.3345311
59840,0.30719286
59841,0.05493443
59842,0.8250031
59843,0.6298711
59844,0.8263305
59845,0.23333451
59846,0.64063776
59847,0.023680337
59848,0.18818037
59849,0.13646755
59850,0.18777978
59851,0.68981624
59852,0.6237783
59853,0.68311924
59854,0.5207389
59855,0.57438815
59856,0.5132709
59857,0.07886763
59858,0.6075235
59859,0.057444222
59860,0.4247391
59861,0.19285275
59862,0.1319524
59863,0.58924115
59864,0.4386336
59865,0.76012975
59866,0.15982948
59867,0.7366025
59868,0.08238594
59869,0.48118743
59870,0.23343432
59871,0.47602972
59872,0.6217773
59873,0.44766623
59874,0.55562645
59875,0.12702708
59876,0.32514876
59877,0.55001163
59878,0.5904293
59879,0.3759381
59880,0.72981304
59881,0.6032351
59882,0.4487024
59883,0.5343002
59884,0.857284
59885,0.3154977
59886,0.11684914
59887,0.8734888
59888,0.6074817
59889,0.17646943
59890,0.7610518
59891,0.5743021
59892,0.5823283
59893,0.7317057
59894,0.7453152
59895,0.6273587
59896,0.30292
59897,0.45675874
59898,0.1883335
59899,0.83080375
59900,0.12893942
59901,0.6618606
59902,0.51841486
59903,0.14751476
59904,0.6990739
59905,0.5252941
59906,0.63328
59907,0.20612599
59908,0.63369
59909,0.15628533
59910,0.65998715
59911,0.70971876
59912,0.08386483
59913,0.6960084
59914,0.6743472
59915,0.105839565
59916,0.18470226
59917,0.08808914
59918,0.4836332
59919,0.70104784
59920,0.75102246
59921,0.51835334
59922,0.2257329
59923,0.6503438
59924,0.41858202
59925,0.07952112
59926,0.8259895
59927,0.48722774
59928,0.17149204
59929,0.58418095
59930,0.5576233
59931,0.31283012
59932,0.7489211
59933,0.59331125
59934,0.32970348
59935,0.46236008
59936,0.71089256
59937,0.49094215
59938,0.06939271
59939,0.1365277
59940,0.6737879
59941,0.4391935
59942,0.4021946
59943,0.54168034
59944,0.6310295
59945,0.5738995
59946,0.22707012
59947,0.90266067
59948,0.055489495
59949,0.109103456
59950,0.54055893
59951,0.16218998
59952,0.8167486
59953,0.034033865
59954,0.21837108
59955,0.49112916
59956,0.40122813
59957,0.8787461
59958,0.20567808
59959,0.14689597
59960,0.5558185
59961,0.17589475
59962,0.17376556
59963,0.4359937
59964,0.033712063
59965,0.6242831
59966,0.61496544
59967,0.044349685
59968,0.27929005
59969,0.39951345
59970,0.78097796
59971,0.07240945
59972,0.08275158
59973,0.084209375
59974,0.6928337
59975,0.15105633
59976,0.07237975
59977,0.7497177
59978,0.069581345
59979,0.6392372
59980,0.31222466
59981,0.7309465
59982,0.069744036
59983,0.21595316
59984,0.23333907
59985,0.04496027
59986,0.13089164
59987,0.2081485
59988,0.41772518
59989,0.15486671
59990,0.14049521
59991,0.23953336
59992,0.114478335
59993,0.5337288
59994,0.196516
59995,0.7637046
59996,0.60034055
59997,0.08351735
59998,0.15131827
59999,0.6823839
60000,0.04198658
60001,0.6888921
60002,0.66450936
60003,0.50022864
60004,0.6420363
60005,0.4950986
60006,0.5445575
60007,0.12199834
60008,0.27688807
60009,0.087274335
60010,0.81753594
60011,0.42189196
60012,0.527859
60013,0.76517874
60014,0.082176484
60015,0.358097
60016,0.04005043
60017,0.5270759
60018,0.84352046
60019,0.71676457
60020,0.29638073
60021,0.4115727
60022,0.48050115
60023,0.6348963
60024,0.57692385
60025,0.047112618
60026,0.15153058
60027,0.45302823
60028,0.6924267
60029,0.68661517
60030,0.13715349
60031,0.742808
60032,0.7369636
60033,0.20508575
60034,0.7352314
60035,0.034351524
60036,0.35298488
60037,0.733228
60038,0.72307307
60039,0.19559588
60040,0.14967252
60041,0.09313506
60042,0.6485512
60043,0.50988525
60044,0.093212835
60045,0.1641114
60046,0.6217928
60047,0.25367093
60048,0.22250527
60049,0.7651406
60050,0.49109012
60051,0.17784652
60052,0.6818703
60053,0.47954884
60054,0.35544112
60055,0.37437135
60056,0.09301801
60057,0.647927
60058,0.8554647
60059,0.12228996
60060,0.2538139
60061,0.68592715
60062,0.2350854
60063,0.57232934
60064,0.14857677
60065,0.15907116
60066,0.77134347
60067,0.22960782
60068,0.07966637
60069,0.5476816
60070,0.15302727
60071,0.6981307
60072,0.7174509
60073,0.13959166
60074,0.6294756
60075,0.28740558
60076,0.29200584
60077,0.7757614
60078,0.7508319
60079,0.74297434
60080,0.16831277
60081,0.02606604
60082,0.20571066
60083,0.5619119
60084,0.22975922
60085,0.65005136
60086,0.5198069
60087,0.7657007
60088,0.10683018
60089,0.2341494
60090,0.5445678
60091,0.39222834
60092,0.11463359
60093,0.706741
60094,0.648261
60095,0.09156205
60096,0.34064025
60097,0.43742728
60098,0.08691353
60099,0.36531287
60100,0.6182428
60101,0.62615937
60102,0.30654678
60103,0.31122485
60104,0.34057558
60105,0.6426701
60106,0.015730567
60107,0.6742838
60108,0.26285073
60109,0.060452115
60110,0.41365063
60111,0.13955028
60112,0.7409652
60113,0.7317283
60114,0.017835988
60115,0.15057477
60116,0.48591793
60117,0.65171486
60118,0.17058098
60119,0.29832414
60120,0.07794403
60121,0.5622193
60122,0.8322187
60123,0.7676811
60124,0.037533063
60125,0.14228703
60126,0.15940794
60127,0.40286773
60128,0.26568368
60129,0.17802536
60130,0.5627883
60131,0.62322044
60132,0.17312561
60133,0.20085087
60134,0.59256387
60135,0.2016879
60136,0.12046627
60137,0.48279214
60138,0.28744775
60139,0.4288493
60140,0.2426661
60141,0.18209067
60142,0.46103707
60143,0.04874425
60144,0.64514536
60145,0.5787668
60146,0.7692675
60147,0.13999964
60148,0.40557075
60149,0.62088966
60150,0.35898855
60151,0.48574668
60152,0.13630547
60153,0.05662477
60154,0.77242017
60155,0.27474993
60156,0.3819402
60157,0.09103551
60158,0.067585476
60159,0.71663094
60160,0.68995583
60161,0.3605486
60162,0.5894127
60163,0.06585985
60164,0.081736416
60165,0.08998144
60166,0.52991277
60167,0.75445455
60168,0.57762355
60169,0.32185152
60170,0.69470906
60171,0.30743003
60172,0.23398805
60173,0.23181836
60174,0.5028067
60175,0.79221815
60176,0.1499693
60177,0.6812214
60178,0.5710985
60179,0.25464836
60180,0.180139
60181,0.12601244
60182,0.6916449
60183,0.04910638
60184,0.14482936
60185,0.12586111
60186,0.58275735
60187,0.7251451
60188,0.40352404
60189,0.7244636
60190,0.6819811
60191,0.68658686
60192,0.17984362
60193,0.57098347
60194,0.3601284
60195,0.045023598
60196,0.3883486
60197,0.5891018
60198,0.10318301
60199,0.4936866
60200,0.7481469
60201,0.22164142
60202,0.6765999
60203,0.12299911
60204,0.31609988
60205,0.123984404
60206,0.6405917
60207,0.58312696
60208,0.52609456
60209,0.65764254
60210,0.63125587
60211,0.35221553
60212,0.12148431
60213,0.7412163
60214,0.16443437
60215,0.15876175
60216,0.72721994
60217,0.5517267
60218,0.05128333
60219,0.20045184
60220,0.44067702
60221,0.2909715
60222,0.15823103
60223,0.03544608
60224,0.41424626
60225,0.320766
60226,0.10161528
60227,0.6080358
60228,0.6363203
60229,0.35895354
60230,0.070247896
60231,0.25808224
60232,0.72094387
60233,0.6055664
60234,0.30805564
60235,0.34518456
60236,0.6890627
60237,0.6053886
60238,0.7578248
60239,0.34668702
60240,0.35756686
60241,0.6545868
60242,0.46954092
60243,0.2300599
60244,0.104768254
60245,0.19307514
60246,0.13554676
60247,0.5261013
60248,0.053056467
60249,0.71815383
60250,0.34712353
60251,0.17420314
60252,0.07345333
60253,0.018420296
60254,0.7053427
60255,0.5403204
60256,0.49400565
60257,0.07741795
60258,0.18513693
60259,0.39481506
60260,0.1344336
60261,0.5361483
60262,0.06174312
60263,0.79522157
60264,0.6669533
60265,0.1155981
60266,0.66515595
60267,0.31255564
60268,0.5900654
60269,0.39145854
60270,0.52388763
60271,0.54466665
60272,0.21183974
60273,0.25384566
60274,0.10130205
60275,0.43369317
60276,0.17823298
60277,0.2016879
60278,0.046274718
60279,0.47539958
60280,0.18059415
60281,0.07208383
60282,0.22816762
60283,0.113901764
60284,0.07265018
60285,0.8168076
60286,0.59107614
60287,0.6470571
60288,0.27595758
60289,0.6542368
60290,0.72291577
60291,0.718553
60292,0.8030197
60293,0.6842297
60294,0.17945686
60295,0.084306836
60296,0.17087784
60297,0.5343849
60298,0.4625478
60299,0.75478727
60300,0.1713014
60301,0.116092116
60302,0.08704812
60303,0.45095718
60304,0.19961613
60305,0.6876293
60306,0.4610472
60307,0.04469962
60308,0.06719923
60309,0.31313643
60310,0.09085793
60311,0.33078846
60312,0.029816583
60313,0.32966238
60314,0.83395356
60315,0.23075518
60316,0.39347106
60317,0.16546924
60318,0.04836332
60319,0.20755403
60320,0.37871638
60321,0.91490173
60322,0.6352006
60323,0.18462668
60324,0.6656257
60325,0.7708848
60326,0.30366194
60327,0.092088304
60328,0.21960452
60329,0.1602568
60330,0.2008579
60331,0.22531874
60332,0.47132328
60333,0.06380305
60334,0.67625815
60335,0.32081404
60336,0.2114496
60337,0.37914875
60338,0.06772972
60339,0.7518213
60340,0.6347806
60341,0.71256006
60342,0.1253144
60343,0.25840572
60344,0.1720982
60345,0.78125614
60346,0.055865947
60347,0.14491345
60348,0.07618916
60349,0.17832531
60350,0.3199707
60351,0.26823294
60352,0.6324333
60353,0.22870484
60354,0.20884794
60355,0.647522
60356,0.04814796
60357,0.16186254
60358,0.6960795
60359,0.13125929
60360,0.35259113
60361,0.16988915
60362,0.85886216
60363,0.26815104
60364,0.22167939
60365,0.1947702
60366,0.23217161
60367,0.6213026
60368,0.51072997
60369,0.5523029
60370,0.18830357
60371,0.19254293
60372,0.1529865
60373,0.2543685
60374,0.7619521
60375,0.7032672
60376,0.83255935
60377,0.138117
60378,0.40840352
60379,0.1089575
60380,0.028639175
60381,0.49514487
60382,0.35514936
60383,0.3298343
60384,0.031216515
60385,0.42617965
60386,0.55855614
60387,0.60860795
60388,0.75291467
60389,0.72456527
60390,0.22650394
60391,0.15823016
60392,0.055427723
60393,0.6526846
60394,0.6540346
60395,0.7134411
60396,0.28780276
60397,0.11233941
60398,0.25671983
60399,0.7752822
60400,0.08941167
60401,0.07316351
60402,0.07700513
60403,0.35626176
60404,0.75620145
60405,0.6998845
60406,0.12820736
60407,0.7645774
60408,0.43268773
60409,0.6952212
60410,0.41635945
60411,0.74965656
60412,0.71536994
60413,0.058214176
60414,0.25625744
60415,0.50128126
60416,0.077999994
60417,0.41753453
60418,0.47309455
60419,0.4218501
60420,0.84345657
60421,0.3644855
60422,0.026848616
60423,0.07532564
60424,0.17996822
60425,0.48366866
60426,0.14703134
60427,0.27663755
60428,0.16503054
60429,0.41630116
60430,0.64946604
60431,0.7544986
60432,0.6542832
60433,0.16836338
60434,0.7287136
60435,0.45216668
60436,0.2706658
60437,0.12278244
60438,0.6410829
60439,0.618443
60440,0.6605107
60441,0.049632527
60442,0.55331993
60443,0.62194103
60444,0.914544
60445,0.6694677
60446,0.22108088
60447,0.27699342
60448,0.32221106
60449,0.06947473
60450,0.14098808
60451,0.3835007
60452,0.36248633
60453,0.2042955
60454,0.6793447
60455,0.17442748
60456,0.03193662
60457,0.17068085
60458,0.60650176
60459,0.29125726
60460,0.5734086
60461,0.38295814
60462,0.7667737
60463,0.6911557
60464,0.59782785
60465,0.7015979
60466,0.2505592
60467,0.37093568
60468,0.03583658
60469,0.78193885
60470,0.46945822
60471,0.1625606
60472,0.15652257
60473,0.67266667
60474,0.58007777
60475,0.11794425
60476,0.11332024
60477,0.34916443
60478,0.02967754
60479,0.5491726
60480,0.08019468
60481,0.22346659
60482,0.19459856
60483,0.24609795
60484,0.39354467
60485,0.40736055
60486,0.25301176
60487,0.7325627
60488,0.1813176
60489,0.44648963
60490,0.046606924
60491,0.3558779
60492,0.1001737
60493,0.083299145
60494,0.82679015
60495,0.42512143
60496,0.39456686
60497,0.1743886
60498,0.7358184
60499,0.3199232
60500,0.43869448
60501,0.18357189
60502,0.48137897
60503,0.16583604
60504,0.33677644
60505,0.30840296
60506,0.69551307
60507,0.613993
60508,0.40832478
60509,0.32454956
60510,0.5410249
60511,0.1220379
60512,0.6611499
60513,0.28971595
60514,0.3799836
60515,0.3666836
60516,0.50282556
60517,0.5049281
60518,0.72995365
60519,0.6749598
60520,0.73924446
60521,0.29668522
60522,0.21553552
60523,0.17100984
60524,0.21364184
60525,0.5626525
60526,0.11022196
60527,0.75852174
60528,0.84889567
60529,0.58527446
60530,0.3356355
60531,0.2222103
60532,0.4366936
60533,0.7443173
60534,0.2129453
60535,0.17130946
60536,0.39742205
60537,0.15504007
60538,0.6913095
60539,0.11581288
60540,0.50354296
60541,0.21545343
60542,0.6709181
60543,0.13452569
60544,0.39611095
60545,0.3252776
60546,0.13329133
60547,0.63249344
60548,0.16306075
60549,0.69133556
60550,0.5484496
60551,0.36064193
60552,0.89282274
60553,0.118367776
60554,0.061240327
60555,0.4118918
60556,0.2332463
60557,0.033073556
60558,0.23559527
60559,0.2564066
60560,0.6858517
60561,0.35683858
60562,0.81542903
60563,0.14824665
60564,0.67479485
60565,0.5089766
60566,0.053877752
60567,0.7199351
60568,0.17257965
60569,0.06596858
60570,0.75340027
60571,0.025762457
60572,0.8505681
60573,0.08673007
60574,0.6627847
60575,0.64690816
60576,0.08915568
60577,0.6026445
60578,0.15092897
60579,0.18091477
60580,0.08771492
60581,0.08203948
60582,0.5633342
60583,0.5007849
60584,0.6635859
60585,0.6694577
60586,0.13075837
60587,0.55080396
60588,0.2368695
60589,0.67334545
60590,0.5931744
60591,0.13672659
60592,0.23296879
60593,0.21183172
60594,0.85734314
60595,0.06495176
60596,0.6218445
60597,0.516617
60598,0.66374034
60599,0.57747144
60600,0.6851395
60601,0.24346215
60602,0.11228226
60603,0.14901188
60604,0.1103827
60605,0.75426155
60606,0.079488754
60607,0.03047075
60608,0.74170613
60609,0.61705273
60610,0.7285007
60611,0.6164912
60612,0.41622475
60613,0.37594453
60614,0.22436877
60615,0.09702042
60616,0.43846825
60617,0.32532263
60618,0.5951165
60619,0.7168093
60620,0.5778033
60621,0.13164172
60622,0.20394257
60623,0.16578273
60624,0.16785239
60625,0.6044429
60626,0.165794
60627,0.6530062
60628,0.5294832
60629,0.15379278
60630,0.70834285
60631,0.11908197
60632,0.12809053
60633,0.5854247
60634,0.082032986
60635,0.5404008
60636,0.20720999
60637,0.112036236
60638,0.23199357
60639,0.82293123
60640,0.089321606
60641,0.15907966
60642,0.8522351
60643,0.21006012
60644,0.36735782
60645,0.70336545
60646,0.2877038
60647,0.6412394
60648,0.48850888
60649,0.645738
60650,0.24646808
60651,0.8071999
60652,0.38497493
60653,0.60643536
60654,0.027334286
60655,0.19015364
60656,0.25193873
60657,0.22596037
60658,0.14637993
60659,0.12511893
60660,0.55630106
60661,0.5575083
60662,0.41854584
60663,0.37942132
60664,0.18586087
60665,0.5162072
60666,0.15550612
60667,0.71230525
60668,0.802889
60669,0.2949893
60670,0.050599795
60671,0.17992064
60672,0.61266583
60673,0.76055664
60674,0.40079707
60675,0.20932575
60676,0.73872966
60677,0.70969117
60678,0.03747068
60679,0.23023754
60680,0.29479966
60681,0.5952649
60682,0.51650226
60683,0.5599952
60684,0.41525587
60685,0.07081666
60686,0.32118177
60687,0.12903301
60688,0.092713304
60689,0.1885096
60690,0.15216099
60691,0.2057262
60692,0.17089468
60693,0.20028724
60694,0.6602716
60695,0.373205
60696,0.18070434
60697,0.11225354
60698,0.5073164
60699,0.27843636
60700,0.27140236
60701,0.8126407
60702,0.1862217
60703,0.7617271
60704,0.41169134
60705,0.82967496
60706,0.48187393
60707,0.46671808
60708,0.36085734
60709,0.6863591
60710,0.21200964
60711,0.3181861
60712,0.6222499
60713,0.39442644
60714,0.568837
60715,0.22488189
60716,0.54570794
60717,0.09103171
60718,0.14439532
60719,0.38394237
60720,0.8046839
60721,0.1746458
60722,0.16586949
60723,0.120262116
60724,0.19322151
60725,0.6823497
60726,0.37252274
60727,0.1938539
60728,0.7119729
60729,0.3886629
60730,0.65154
60731,0.26366305
60732,0.14416516
60733,0.18853247
60734,0.5684606
60735,0.45256925
60736,0.071326226
60737,0.16275093
60738,0.43883553
60739,0.5681208
60740,0.58875597
60741,0.04548977
60742,0.16274104
60743,0.2432264
60744,0.08255602
60745,0.6570585
60746,0.1577309
60747,0.21971843
60748,0.56941766
60749,0.2531506
60750,0.5757568
60751,0.08463018
60752,0.7937272
60753,0.14798999
60754,0.10083694
60755,0.6387545
60756,0.03171954
60757,0.23558515
60758,0.7237235
60759,0.20312668
60760,0.722833
60761,0.22264133
60762,0.7973319
60763,0.13535684
60764,0.23177616
60765,0.36475044
60766,0.32928973
60767,0.5164908
60768,0.90681136
60769,0.085148394
60770,0.50209194
60771,0.71452045
60772,0.60887074
60773,0.7033566
60774,0.7183213
60775,0.18908717
60776,0.71885866
60777,0.6760703
60778,0.7704466
60779,0.6600543
60780,0.6474296
60781,0.084668845
60782,0.73671937
60783,0.31814525
60784,0.33656564
60785,0.39935887
60786,0.15447073
60787,0.287858
60788,0.6867268
60789,0.6980311
60790,0.71316123
60791,0.53284794
60792,0.34619534
60793,0.61817074
60794,0.7646183
60795,0.4248985
60796,0.7644725
60797,0.027578585
60798,0.75065005
60799,0.4616331
60800,0.07717173
60801,0.25765526
60802,0.23782313
60803,0.14668377
60804,0.5211049
60805,0.12971346
60806,0.14578702
60807,0.40760487
60808,0.6461899
60809,0.6607304
60810,0.2028821
60811,0.5238542
60812,0.61641407
60813,0.16422391
60814,0.65094036
60815,0.07242756
60816,0.62955827
60817,0.16983335
60818,0.07228433
60819,0.34632984
60820,0.17561285
60821,0.69127244
60822,0.08188954
60823,0.022499219
60824,0.4652243
60825,0.18001884
60826,0.2953964
60827,0.44893512
60828,0.12489435
60829,0.12627225
60830,0.5797303
60831,0.8341849
60832,0.74471533
60833,0.3072893
60834,0.17872995
60835,0.56583357
60836,0.27862093
60837,0.43119523
60838,0.16027607
60839,0.3951606
60840,0.3508402
60841,0.88261825
60842,0.35921386
60843,0.30878443
60844,0.36550257
60845,0.23466302
60846,0.113613546
60847,0.2109454
60848,0.25946692
60849,0.4312289
60850,0.08104823
60851,0.049974278
60852,0.15034841
60853,0.4728036
60854,0.59602576
60855,0.48994002
60856,0.2158308
60857,0.8145182
60858,0.20038694
60859,0.10185152
60860,0.3374253
60861,0.5554138
60862,0.48301792
60863,0.70006
60864,0.6746246
60865,0.40713936
60866,0.08612197
60867,0.07669937
60868,0.49471587
60869,0.8394522
60870,0.68378574
60871,0.5755986
60872,0.32660386
60873,0.5542465
60874,0.34515983
60875,0.28028142
60876,0.14971027
60877,0.49282888
60878,0.09750225
60879,0.7814675
60880,0.17005466
60881,0.2248441
60882,0.7099168
60883,0.13725123
60884,0.15845993
60885,0.31213525
60886,0.054716755
60887,0.10750441
60888,0.30458125
60889,0.59723985
60890,0.032563034
60891,0.40404704
60892,0.08182604
60893,0.10828696
60894,0.44783124
60895,0.8131347
